time_seconds,speed_meters_per_second
0.0,0.0
1.0,0.4116160114429346
100.0,6.7056
200.0,6.7056
300.0,6.7056
400.0,6.7056
500.0,6.7056
600.0,6.7056
700.0,6.7056
800.0,6.7056
900.0,6.7056
1000.0,6.7056
1100.0,6.7056
1200.0,6.7056
1300.0,6.7056
1400.0,6.7056
1500.0,6.7056
1600.0,6.7056
1700.0,6.7056
1800.0,6.7056
1900.0,6.7056
2000.0,6.7056
2100.0,6.7056
2200.0,6.7056
2300.0,6.7056
2400.0,6.7056
2500.0,6.7056
2600.0,6.7056
2700.0,6.7056
2800.0,6.7056
2900.0,6.7056
3000.0,6.7056
3100.0,6.7056
3200.0,6.7056
3300.0,6.7056
3400.0,6.7056
3500.0,6.7056
3600.0,6.7056
3700.0,6.7056
3800.0,6.7056
3900.0,6.7056
4000.0,6.7056
4100.0,0.0
